id,order,expected_json
67,May I get two Venti MOCHA plus BREVE.,"{""items"": [{""name"": ""Mocha"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Breve""]}], ""total_price"": 13.6}"
68,"I'll have a tall cappuccino, coupled with three grande frappe (coffee)s plus three trenta americanos add classic syrup plus coconut milk... actually make that single.","{""items"": [{""name"": ""Cappuccino"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Frappe (Coffee)"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Americano"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Classic Syrup"", ""Coconut Milk""]}], ""total_price"": 28.2}"
69,"I'd like to order five venti chai latte include caramel drizzle include coconut milk with whip cream. Also single trenta um caramel macchiato with extra hot plus two trenta hot chocolate include caramel drizzle, paired with pair of short Espressos.","{""items"": [{""name"": ""Chai Latte"", ""size"": ""Venti"", ""quantity"": 5, ""modifiers"": [""Caramel Drizzle"", ""Coconut Milk"", ""Whip Cream""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Extra Hot""]}, {""name"": ""Hot Chocolate"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Caramel Drizzle""]}, {""name"": ""Espresso"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 61.0}"
70,"Could I have couple of grande CHAI LATTEs include Extra Shot plus vanilla syrup include soy milk, paired with a grande earl grey tea plus classic syrup... scratch that one classic syrup. COLD FOAM and classic syrup. Oh, and add single venti latte plus classic syrup.","{""items"": [{""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Extra Shot"", ""Vanilla Syrup"", ""Soy Milk""]}, {""name"": ""Earl Grey Tea"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Cold Foam"", ""Classic Syrup""]}, {""name"": ""Latte"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Classic Syrup""]}], ""total_price"": 24.95}"
71,"Grab me four actually BACON GOUDA SANDWICH, and also five short iced literally coffee and three tall Frappe (Coffee)s wait no, make it one. Then give me two blueberry muffin.","{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 4, ""modifiers"": []}, {""name"": ""Iced Coffee"", ""size"": ""Short"", ""quantity"": 5, ""modifiers"": []}, {""name"": ""Frappe (Coffee)"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 47.5}"
72,"Can I get a SHORT drip coffee include hazelnut syrup, paired with double VENTI flat whites, NO WHIP.","{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Hazelnut Syrup""]}, {""name"": ""Flat White"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""No Whip""]}], ""total_price"": 14.0}"
73,"I'll have triple tall earl grey tea and cold foam, remove that cold foam uh - oat milk plus caramel drizzle and NO ICE, coupled with triple grande you know, chai lattes plus pair of venti strawberry smoothies include extra hot add almond milk.","{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""Oat Milk"", ""Caramel Drizzle"", ""No Ice""]}, {""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Strawberry Smoothie"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Extra Hot"", ""Almond Milk""]}], ""total_price"": 43.85}"
74,"Lemme get couple of venti flat whites include sugar free vanilla, bump that actually to four, and also one bagel.","{""items"": [{""name"": ""Flat White"", ""size"": ""Venti"", ""quantity"": 4, ""modifiers"": [""Sugar Free Vanilla""]}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 27.5}"
75,"Hook me up with four short chai lattes. wait cancel that plus a Short frappe (mocha) with Whip Cream plus Extra Hot, remove that Extra Hot, hazelnut syrup. actually nevermind, paired with five short americanos add caramel drizzle.","{""items"": [{""name"": ""Americano"", ""size"": ""Short"", ""quantity"": 5, ""modifiers"": [""Caramel Drizzle""]}], ""total_price"": 17.5}"
76,"Gimme a few tall cold brews, paired with a Grande like green tea with Skim Milk add light ice with breve - actually nevermind, coupled with double bagels, plus a literally tall caramel macchiato.","{""items"": [{""name"": ""Cold Brew"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 23.0}"
77,"I'm feeling like a Short frappe (coffee), coupled with a literally Short Frappe (Coffee).","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 10.0}"
78,Let's do five tall caramel macchiatos.,"{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Tall"", ""quantity"": 5, ""modifiers"": []}], ""total_price"": 26.25}"
79,"Start me off with three GRANDE iced coffees include light ice. Next, I need two Tall caramel um macchiatos add peppermint syrup include extra hot.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": [""Light Ice""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Peppermint Syrup"", ""Extra Hot""]}], ""total_price"": 22.0}"
80,"Lemme get triple tall caramel macchiatos. no, make like it five.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Tall"", ""quantity"": 5, ""modifiers"": []}], ""total_price"": 26.25}"
81,"I'd like to order one Venti uh cappuccino. Then give me a few bacon gouda sandwichs. Also single SHORT cold brew plus Soy Milk and skim milk with sugar free vanilla... actually nevermind sugar free vanilla, hazelnut syrup.","{""items"": [{""name"": ""Cappuccino"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Cold Brew"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Soy Milk"", ""Skim Milk"", ""Hazelnut Syrup""]}], ""total_price"": 26.85}"
82,"I'll take one grande green tea. Next, I need couple of short matcha lattes.","{""items"": [{""name"": ""Green Tea"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Matcha Latte"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 13.0}"
83,"May I get three grande uh Chai Lattes, coupled with one trenta you know, cappuccino, ensure no whip plus extra shot, paired with triple grande literally flat white and a few butter croissants - no, make it single.","{""items"": [{""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Cappuccino"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""No Whip"", ""Extra Shot""]}, {""name"": ""Flat White"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 42.0}"
84,"Start me off with a bacon gouda sandwich, plus a venti chai latte with whip cream, paired with a few tall you know, iced coffees.","{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Chai Latte"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Whip Cream""]}, {""name"": ""Iced Coffee"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 20.75}"
85,"May I get triple venti caramel macchiatos plus SUGAR FREE VANILLA, coupled with a few AVOCADO you know, TOASTs.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""Sugar Free Vanilla""]}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 41.25}"
86,"I'm craving two BAGEL, actually make that five plus triple bagel. Then give me a venti matcha latte plus vanilla syrup. Oh, and add two tall flat whites.","{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 8, ""modifiers"": []}, {""name"": ""Matcha Latte"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Vanilla Syrup""]}, {""name"": ""Flat White"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 36.25}"
87,"Let me get a trenta earl grey tea with caramel drizzle - actually nevermind caramel drizzle. SOY MILK. bump that you know, to triple, and also couple of Blueberry Muffins - you know, remove that plus double Grande like matcha lattes plus pair of tall frappe (coffee) plus Peppermint Syrup... remove that Peppermint Syrup, hazelnut syrup and classic syrup include COLD FOAM.","{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": [""Soy Milk""]}, {""name"": ""Matcha Latte"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Frappe (Coffee)"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Hazelnut Syrup"", ""Classic Syrup"", ""Cold Foam""]}], ""total_price"": 41.3}"
88,"Could I have a grande caramel macchiato, plus single Grande you know, frappe (coffee).","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Frappe (Coffee)"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 11.75}"
89,"I'm feeling like four bacon you know, gouda sandwichs.","{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 4, ""modifiers"": []}], ""total_price"": 22.0}"
90,"Hit me with three tall hot chocolates plus caramel drizzle, actually nevermind caramel drizzle - almond milk plus breve include hazelnut syrup and one tall CAPPUCCINO add oat milk, actually nevermind oat milk... light ice plus vanilla syrup.","{""items"": [{""name"": ""Hot Chocolate"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""Almond Milk"", ""Breve"", ""Hazelnut Syrup""]}, {""name"": ""Cappuccino"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Light Ice"", ""Vanilla Syrup""]}], ""total_price"": 22.7}"
91,"Hook me up with a short Cold Brew plus cold foam. Then give me a tall chai literally latte - wait, change that to double.","{""items"": [{""name"": ""Cold Brew"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Cold Foam""]}, {""name"": ""Chai Latte"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 14.5}"
92,"Could I have pair of short Drip Coffees include oat milk and skim milk plus uh sugar free vanilla - wait cancel that. Oh, and add one grande Espresso and breve - you know, scratch that one. Oh, and add double grande cold brew add Extra Shot, and also couple of trenta matcha latte include peppermint syrup wait wait cancel that.","{""items"": [{""name"": ""Cold Brew"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Extra Shot""]}], ""total_price"": 11.5}"
93,"Could I have single Bacon Gouda Sandwich. Also five grande frappe (mocha), paired with a tall iced coffee. actually nevermind. Then give me a venti hot chocolate wait actually make that three wait wait literally cancel that.","{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Frappe (Mocha)"", ""size"": ""Grande"", ""quantity"": 5, ""modifiers"": []}], ""total_price"": 36.75}"
94,Can I get five trenta Espressos add extra shot and hazelnut syrup with CLASSIC SYRUP.,"{""items"": [{""name"": ""Espresso"", ""size"": ""Trenta"", ""quantity"": 5, ""modifiers"": [""Extra Shot"", ""Hazelnut Syrup"", ""Classic Syrup""]}], ""total_price"": 30.0}"
95,I'll take five Grande chai lattes plus caramel syrup and make sure no ice plus caramel drizzle plus single trenta frappe (mocha) plus hazelnut syrup. Also one Grande caramel macchiato.,"{""items"": [{""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 5, ""modifiers"": [""Caramel Syrup"", ""No Ice"", ""Caramel Drizzle""]}, {""name"": ""Frappe (Mocha)"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Hazelnut Syrup""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 44.75}"
96,May I get pair of trenta drip coffees add almond milk include caramel drizzle... wait cancel that and couple of grande FLAT WHITEs plus caramel drizzle plus soy milk add almond milk.,"{""items"": [{""name"": ""Flat White"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Caramel Drizzle"", ""Soy Milk"", ""Almond Milk""]}], ""total_price"": 13.9}"
97,"Gimme four Trenta iced coffee include peppermint syrup... wait cancel that peppermint syrup wait CARAMEL DRIZZLE but Hazelnut Syrup. scratch that one Hazelnut Syrup, hold the whip, paired with triple grande actually Cappuccino, paired with a like TALL caramel macchiato plus Breve and caramel syrup wait wait cancel that caramel syrup, hold the ice.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": [""Caramel Drizzle"", ""No Whip""]}, {""name"": ""Cappuccino"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Breve"", ""No Ice""]}], ""total_price"": 41.05}"
98,"I'll have a few Grande espressos and couple of Short frappe (coffee)s with vanilla syrup plus one grande americano include Whip Cream, bump that to four.","{""items"": [{""name"": ""Espresso"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Frappe (Coffee)"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Vanilla Syrup""]}, {""name"": ""Americano"", ""size"": ""Grande"", ""quantity"": 4, ""modifiers"": [""Whip Cream""]}], ""total_price"": 39.5}"
99,"Hook me up with one venti caramel macchiato. Next, I need a Bacon Gouda you know, Sandwich. Also five venti green tea.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Venti"", ""quantity"": 5, ""modifiers"": []}], ""total_price"": 31.75}"
100,I'm craving a few literally butter croissants.,"{""items"": [{""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 10.5}"
101,May I get two short GREEN TEA plus five short HOT CHOCOLATE and whip cream include vanilla syrup plus a Tall Cold Brew.,"{""items"": [{""name"": ""Green Tea"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Hot Chocolate"", ""size"": ""Short"", ""quantity"": 5, ""modifiers"": [""Whip Cream"", ""Vanilla Syrup""]}, {""name"": ""Cold Brew"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 31.75}"
102,"I'd like to order two tall frappe (coffee) make sure there's hold the ice, paired with a BLUEBERRY MUFFIN. Then give me five Bagels.","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""No Ice""]}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 5, ""modifiers"": []}], ""total_price"": 27.25}"
103,"I'll take a Short iced coffee, like wait, change that to three, paired with double bagels. Also triple venti flat whites with cold foam add sugar free vanilla.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Flat White"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""Cold Foam"", ""Sugar Free Vanilla""]}], ""total_price"": 35.0}"
104,"Start me off with a actually Blueberry Muffin, paired with four actually grande Green Teas. Also triple grande COLD BREWs add Extra Hot. Then give me single tall frappe (coffee) with cold foam - wait cancel that like cold foam wait soy milk, remove that.","{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Grande"", ""quantity"": 4, ""modifiers"": []}, {""name"": ""Cold Brew"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": [""Extra Hot""]}], ""total_price"": 32.0}"
105,"Could I have four venti Chai Latte. like no, make it pair of. Oh, and add pair of trenta espressos and whip cream um and classic syrup.","{""items"": [{""name"": ""Chai Latte"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Espresso"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Whip Cream"", ""Classic Syrup""]}], ""total_price"": 21.5}"
106,"I'd like to order single SHORT frappe uh (coffee) with Caramel Drizzle. Oh, and add three grande Flat Whites include extra hot add Extra Shot with breve, coupled with three grande mochas include almond milk add extra shot.","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Caramel Drizzle""]}, {""name"": ""Flat White"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": [""Extra Hot"", ""Extra Shot"", ""Breve""]}, {""name"": ""Mocha"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": [""Almond Milk"", ""Extra Shot""]}], ""total_price"": 47.95}"
